ip_address,is_reachable,is_vulnerable,is_infected
124.1.194.98,Y,Y,N
124.1.195.76,Y,Y,N
124.1.196.47,Y,Y,N
124.1.196.79,N,N,N
124.1.200.206,Y,Y,N
124.1.201.33,Y,N,N
124.1.202.135,N,N,N
124.1.207.210,Y,Y,N
124.1.208.230,Y,N,N
124.1.209.98,Y,N,N
124.1.211.177,Y,Y,N
124.1.212.233,Y,Y,N
124.1.217.86,Y,Y,N
124.1.221.85,Y,Y,N
124.1.225.197,Y,Y,N
124.1.227.50,Y,Y,N
124.1.229.191,Y,Y,N
124.1.236.99,Y,N,N
124.1.239.43,Y,N,N
124.1.243.91,Y,Y,N
124.1.246.247,Y,N,N
124.2.1.6,Y,Y,N
124.2.1.177,Y,Y,N
124.2.4.99,N,N,N
124.2.9.252,Y,N,N
124.2.11.187,Y,N,N
124.2.12.66,N,N,N
124.2.15.51,Y,Y,N
124.2.15.141,N,N,N
124.2.19.73,Y,Y,N
124.2.22.175,Y,Y,N
124.2.23.159,Y,Y,N
124.2.26.83,Y,N,N
124.2.30.44,Y,Y,N
124.2.39.183,Y,Y,N
124.2.43.184,Y,Y,N
124.2.46.172,Y,N,N
124.2.47.188,Y,N,N
124.2.52.207,Y,Y,N
124.2.64.182,Y,Y,N
124.2.65.168,Y,N,N
124.2.72.235,Y,Y,N
124.2.77.85,Y,Y,N
124.2.78.149,Y,Y,N
124.2.81.26,Y,Y,N
124.2.82.138,Y,N,N
124.2.84.66,N,N,N
124.2.86.27,Y,Y,N
124.2.88.158,Y,Y,N
124.2.95.212,N,N,N
124.2.107.5,Y,N,N
124.2.107.54,N,N,N
124.2.112.28,Y,N,N
124.2.114.109,Y,N,N
124.2.116.107,Y,Y,N
124.2.119.56,Y,Y,N
124.2.121.141,Y,N,N
124.2.128.67,Y,N,N
124.2.131.61,Y,Y,N
124.2.131.148,Y,N,N
124.2.134.43,Y,Y,N
124.2.137.239,N,N,N
124.2.145.74,N,N,N
124.2.148.60,Y,Y,N
124.2.149.18,Y,Y,N
124.2.153.59,Y,Y,N
124.2.153.135,Y,Y,N
124.2.166.96,N,N,N
124.2.167.46,N,N,N
124.2.167.62,Y,Y,N
124.2.169.17,Y,Y,N
124.2.176.89,Y,Y,N
124.2.178.202,N,N,N
124.2.181.177,Y,Y,N
124.2.184.108,N,N,N
124.2.185.177,Y,Y,N
124.2.192.118,Y,Y,N
124.2.192.157,N,N,N
124.2.195.68,Y,Y,N
124.2.196.9,Y,N,N
124.2.207.119,N,N,N
124.2.208.4,Y,Y,N
124.2.212.28,Y,N,N
124.2.214.112,Y,Y,N
124.2.215.37,Y,Y,N
124.2.216.156,Y,N,N
124.2.228.142,Y,Y,N
124.2.232.200,Y,Y,N
124.2.236.25,Y,Y,N
124.2.240.154,Y,N,N
124.2.241.198,N,N,N
124.2.254.144,N,N,N
125.1.4.25,N,N,N
125.1.6.88,Y,Y,N
125.1.6.137,N,N,N
125.1.7.27,Y,Y,N
125.1.14.223,Y,Y,N
125.1.15.231,Y,Y,N
125.1.17.15,N,N,N
125.1.26.206,Y,Y,N
125.1.30.70,Y,Y,N
125.1.34.229,Y,Y,N
125.1.34.249,Y,Y,N
125.1.37.38,Y,Y,N
125.1.37.80,Y,Y,N
125.1.44.154,Y,Y,N
125.1.45.140,N,N,N
125.1.46.92,Y,Y,N
125.1.50.171,Y,Y,N
125.1.57.218,Y,Y,N
125.1.63.44,Y,N,N
125.1.67.196,Y,Y,N
125.1.73.155,Y,N,N
125.1.73.171,Y,Y,N
125.1.76.29,Y,N,N
125.1.76.185,Y,Y,N
125.1.77.250,Y,Y,N
125.1.78.124,Y,Y,N
125.1.80.154,Y,Y,N
125.1.85.205,N,N,N
125.1.87.7,Y,Y,N
125.1.87.72,Y,Y,N
125.1.88.167,N,N,N
125.1.94.190,N,N,N
125.1.96.239,Y,N,N
125.1.98.176,Y,Y,N
125.1.104.184,Y,N,N
125.1.111.21,Y,Y,N
125.1.111.106,Y,Y,N
125.1.113.4,Y,Y,N
125.1.113.209,Y,Y,N
125.1.113.253,Y,Y,N
125.1.115.29,Y,Y,N
125.1.120.95,Y,Y,N
125.1.120.175,Y,Y,N
125.1.124.2,Y,N,N
125.1.125.52,Y,Y,N
125.1.126.51,Y,Y,N
125.1.126.227,Y,Y,N
125.1.130.184,Y,Y,N
125.1.133.252,Y,Y,N
125.1.136.129,Y,Y,N
125.1.143.151,Y,Y,N
125.1.144.7,Y,N,N
125.1.145.44,Y,Y,N
125.1.150.65,Y,Y,N
125.1.152.42,Y,Y,N
125.1.153.8,Y,Y,N
125.1.153.101,Y,Y,N
125.1.155.133,Y,N,N
125.1.157.6,Y,N,N
125.1.158.46,Y,N,N
125.1.159.32,N,N,N
125.1.161.211,Y,Y,N
125.1.164.204,Y,Y,N
125.1.165.149,Y,Y,N
125.1.165.180,Y,N,N
125.1.176.149,Y,N,N
125.1.177.128,N,N,N
125.1.181.11,Y,N,N
125.1.185.195,Y,Y,N
125.1.187.65,Y,Y,N
125.1.187.93,N,N,N
125.1.192.234,Y,N,N
125.1.201.4,Y,N,N
125.1.207.15,N,N,N
125.1.220.200,Y,N,N
125.1.223.49,Y,N,N
125.1.224.24,Y,N,N
125.1.232.221,Y,Y,N
125.1.247.106,Y,Y,N
125.1.251.135,Y,N,N
125.1.251.253,N,N,N
125.2.7.65,Y,N,N
125.2.10.199,Y,Y,N
125.2.12.82,N,N,N
125.2.16.146,Y,Y,N
125.2.19.249,N,N,N
125.2.25.155,Y,N,N
125.2.29.117,N,N,N
125.2.30.208,Y,N,N
125.2.30.229,Y,N,N
125.2.32.251,Y,Y,N
125.2.33.82,Y,N,N
125.2.33.174,Y,Y,N
125.2.37.7,N,N,N
125.2.40.233,Y,Y,N
125.2.42.75,Y,N,N
125.2.43.211,Y,Y,N
125.2.43.250,Y,Y,N
125.2.44.63,Y,Y,N
125.2.44.210,Y,Y,N
125.2.56.116,Y,Y,N
125.2.56.210,Y,Y,N
125.2.58.202,Y,Y,N
125.2.64.147,Y,Y,N
125.2.65.10,Y,Y,N
125.2.82.172,Y,Y,N
125.2.82.252,Y,Y,N
125.2.90.155,Y,N,N
125.2.90.201,N,N,N
125.2.99.3,Y,Y,N
125.2.103.218,Y,Y,N
125.2.115.46,Y,N,N
125.2.116.11,Y,N,N
125.2.117.214,Y,Y,N
125.2.119.89,Y,Y,N
125.2.123.81,N,N,N
125.2.126.8,Y,N,N
125.2.134.136,Y,Y,N
125.2.135.155,Y,N,N
125.2.136.73,Y,N,N
125.2.143.124,Y,Y,N
125.2.144.167,N,N,N
125.2.146.249,Y,Y,N
125.2.149.167,Y,Y,N
125.2.152.199,Y,N,N
125.2.157.25,Y,N,N
125.2.163.74,Y,N,N
125.2.165.144,Y,Y,N
125.2.171.127,Y,N,N
125.2.184.75,Y,Y,N
125.2.188.41,Y,Y,N
125.2.188.123,N,N,N
125.2.190.136,Y,Y,N
125.2.197.183,Y,N,N
125.2.207.69,Y,Y,N
125.2.208.91,Y,Y,N
125.2.209.146,Y,Y,N
125.2.213.201,Y,Y,N
125.2.214.200,N,N,N
125.2.217.236,Y,Y,N
125.2.218.163,Y,Y,N
125.2.226.188,N,N,N
125.2.228.169,Y,Y,N
125.2.236.199,Y,Y,N
125.2.240.27,Y,N,N
125.2.242.104,Y,N,N
125.2.242.244,Y,Y,N
125.2.243.167,Y,N,N
125.2.253.168,Y,N,N
126.1.2.190,N,N,N
126.1.4.211,Y,N,N
126.1.10.167,N,N,N
126.1.11.37,Y,N,N
126.1.11.220,Y,N,N
126.1.16.30,Y,Y,N
126.1.21.38,N,N,N
126.1.21.150,Y,N,N
126.1.22.68,Y,N,N
126.1.26.110,Y,Y,N
126.1.31.235,Y,N,N
126.1.36.94,N,N,N
126.1.37.74,Y,N,N
126.1.43.20,Y,Y,N
126.1.46.227,N,N,N
126.1.48.89,Y,Y,N
126.1.55.98,N,N,N
126.1.57.165,Y,Y,N
126.1.58.121,Y,Y,N
126.1.61.215,Y,N,N
126.1.67.162,Y,N,N
126.1.74.15,Y,N,N
126.1.74.77,Y,N,N
126.1.76.233,N,N,N
126.1.80.92,Y,N,N
126.1.85.43,N,N,N
126.1.86.96,Y,N,N
126.1.94.71,Y,Y,N
126.1.95.244,N,N,N
126.1.98.34,N,N,N
126.1.102.159,N,N,N
126.1.102.208,N,N,N
126.1.104.123,Y,N,N
126.1.108.39,Y,N,N
126.1.109.151,Y,Y,N
126.1.121.184,N,N,N
126.1.136.245,Y,Y,N
126.1.140.50,Y,Y,N
126.1.147.130,Y,N,N
126.1.148.154,Y,Y,N
126.1.150.192,N,N,N
126.1.165.185,N,N,N
126.1.165.201,Y,N,N
126.1.165.227,Y,Y,N
126.1.176.220,Y,N,N
126.1.179.140,Y,Y,N
126.1.190.169,Y,Y,N
126.1.195.214,Y,N,N
126.1.196.189,N,N,N
126.1.205.227,Y,N,N
126.1.206.191,Y,N,N
126.1.207.191,Y,N,N
126.1.213.24,N,N,N
126.1.229.106,N,N,N
126.1.230.90,Y,Y,N
126.1.230.205,Y,Y,N
126.1.234.109,Y,Y,N
126.1.245.86,Y,N,N
126.2.4.116,Y,Y,N
126.2.5.115,N,N,N
126.2.7.219,Y,Y,N
126.2.21.100,Y,Y,N
126.2.23.250,Y,Y,N
126.2.25.18,N,N,N
126.2.28.148,Y,Y,N
126.2.30.95,Y,Y,N
126.2.32.85,Y,N,N
126.2.32.215,Y,Y,N
126.2.40.19,Y,Y,N
126.2.48.202,Y,Y,N
126.2.52.39,Y,Y,N
126.2.54.167,N,N,N
126.2.69.2,Y,Y,N
126.2.72.67,Y,Y,N
126.2.74.134,N,N,N
126.2.82.113,N,N,N
126.2.92.18,Y,Y,N
126.2.94.8,N,N,N
126.2.94.206,Y,N,N
126.2.98.160,Y,Y,N
126.2.103.242,Y,N,N
126.2.118.185,Y,N,N
126.2.119.148,Y,N,N
126.2.129.213,Y,N,N
126.2.134.68,Y,N,N
126.2.136.37,Y,Y,N
126.2.136.125,Y,N,N
126.2.136.250,Y,Y,N
126.2.137.93,Y,Y,N
126.2.139.215,N,N,N
126.2.142.91,Y,N,N
126.2.145.43,Y,Y,N
126.2.148.16,Y,N,N
126.2.148.224,Y,Y,N
126.2.151.2,Y,N,N
126.2.156.190,Y,Y,N
126.2.159.113,Y,Y,N
126.2.162.37,N,N,N
126.2.166.74,Y,Y,N
126.2.168.10,N,N,N
126.2.169.153,Y,Y,N
126.2.184.49,N,N,N
126.2.186.212,N,N,N
126.2.187.63,Y,Y,N
126.2.194.243,Y,Y,N
126.2.195.95,Y,Y,N
126.2.195.118,Y,N,N
126.2.210.105,Y,Y,N
126.2.216.172,Y,Y,N
126.2.217.182,Y,Y,N
126.2.221.160,Y,Y,N
126.2.228.20,Y,N,N
126.2.233.128,Y,Y,N
126.2.250.16,N,N,N
126.2.252.40,Y,N,N
127.1.3.250,Y,Y,N
127.1.12.117,Y,Y,N
127.1.12.208,Y,N,N
127.1.13.30,N,N,N
127.1.15.175,Y,Y,N
127.1.16.92,Y,Y,N
127.1.23.183,Y,Y,N
127.1.29.24,Y,Y,N
127.1.33.172,Y,Y,N
127.1.35.52,Y,Y,N
127.1.37.34,Y,Y,N
127.1.39.136,N,N,N
127.1.41.209,Y,N,N
127.1.54.159,Y,N,N
127.1.60.13,Y,N,N
127.1.69.60,Y,Y,N
127.1.87.133,Y,N,N
127.1.94.209,Y,N,N
127.1.101.47,Y,N,N
127.1.107.111,Y,N,N
127.1.119.220,N,N,N
127.1.121.80,Y,Y,N
127.1.125.109,N,N,N
127.1.129.39,Y,Y,N
127.1.133.96,Y,Y,N
127.1.138.34,Y,Y,N
127.1.140.176,Y,Y,N
127.1.141.88,Y,Y,N
127.1.144.20,Y,Y,N
127.1.144.200,Y,Y,N
127.1.151.124,Y,Y,N
127.1.153.56,N,N,N
127.1.155.179,Y,N,N
127.1.166.221,Y,Y,N
127.1.169.83,Y,Y,N
127.1.169.170,Y,N,N
127.1.172.147,Y,Y,N
127.1.181.104,Y,N,N
127.1.191.113,Y,Y,N
127.1.191.127,Y,Y,N
127.1.195.78,Y,N,N
127.1.200.131,N,N,N
127.1.201.185,Y,Y,N
127.1.202.228,Y,N,N
127.1.207.141,Y,Y,N
127.1.209.24,Y,Y,N
127.1.212.166,Y,N,N
127.1.218.209,Y,Y,N
127.1.233.146,Y,Y,N
127.1.234.122,N,N,N
127.1.237.86,Y,Y,N
127.1.237.245,Y,Y,N
127.1.238.224,Y,Y,N
127.1.240.242,Y,Y,N
127.1.253.168,Y,Y,N
127.2.4.229,Y,Y,N
127.2.6.9,N,N,N
127.2.8.194,Y,Y,N
127.2.11.73,Y,N,N
127.2.11.159,Y,Y,N
127.2.11.238,N,N,N
127.2.19.109,Y,Y,N
127.2.31.187,Y,Y,N
127.2.37.253,N,N,N
127.2.38.5,Y,N,N
127.2.43.223,Y,Y,N
127.2.48.89,Y,Y,N
127.2.50.14,Y,Y,N
127.2.54.190,Y,Y,N
127.2.67.68,Y,Y,N
127.2.69.64,Y,N,N
127.2.76.56,Y,Y,N
127.2.76.243,Y,Y,N
127.2.77.81,Y,Y,N
127.2.77.114,N,N,N
127.2.84.102,Y,Y,N
127.2.86.198,Y,N,N
127.2.88.244,Y,Y,N
127.2.95.246,Y,Y,N
127.2.108.35,Y,Y,N
127.2.111.228,Y,N,N
127.2.113.31,Y,Y,N
127.2.117.199,Y,Y,N
127.2.128.97,Y,Y,N
127.2.131.196,N,N,N
127.2.146.177,Y,N,N
127.2.162.181,N,N,N
127.2.171.16,N,N,N
127.2.173.136,Y,Y,N
127.2.181.129,Y,N,N
127.2.185.149,Y,N,N
127.2.186.34,Y,Y,N
127.2.187.232,Y,Y,N
127.2.191.238,Y,N,N
127.2.192.231,Y,Y,N
127.2.196.157,Y,Y,N
127.2.199.161,Y,Y,N
127.2.208.168,Y,Y,N
127.2.212.62,N,N,N
127.2.220.202,Y,Y,N
127.2.223.22,Y,N,N
127.2.229.11,Y,Y,N
127.2.231.59,Y,Y,N
127.2.231.138,Y,Y,N
127.2.234.159,Y,Y,N
127.2.235.15,Y,Y,N
127.2.236.125,Y,N,N
127.2.237.146,Y,Y,N
127.2.239.127,Y,N,N
127.2.248.130,Y,Y,N
127.2.249.144,N,N,N
127.2.254.124,Y,N,N
128.1.5.141,Y,Y,N
128.1.6.82,Y,N,N
128.1.14.51,Y,N,N
128.1.16.26,N,N,N
128.1.26.58,Y,N,N
128.1.32.242,Y,N,N
128.1.34.30,N,N,N
128.1.35.51,N,N,N
128.1.38.215,Y,Y,N
128.1.44.209,N,N,N
128.1.45.163,Y,Y,N
128.1.45.220,N,N,N
128.1.48.149,N,N,N
128.1.53.124,Y,Y,N
128.1.53.152,Y,Y,N
128.1.53.204,N,N,N
128.1.53.243,Y,Y,N
128.1.54.45,N,N,N
128.1.57.7,Y,Y,N
128.1.62.2,N,N,N
128.1.67.225,Y,Y,N
128.1.68.129,Y,Y,N
128.1.71.93,Y,Y,N
128.1.73.159,Y,N,N
128.1.73.217,N,N,N
128.1.79.70,N,N,N
128.1.85.245,Y,N,N
128.1.86.70,Y,N,N
128.1.88.115,Y,Y,N
128.1.92.44,N,N,N
128.1.92.163,N,N,N
128.1.98.232,Y,N,N
128.1.105.71,Y,N,N
128.1.108.3,N,N,N
128.1.114.30,Y,N,N
128.1.115.68,Y,Y,N
128.1.124.216,Y,Y,N
128.1.128.96,N,N,N
128.1.131.217,N,N,N
128.1.133.119,Y,N,N
128.1.141.45,Y,N,N
128.1.147.250,N,N,N
128.1.151.193,Y,Y,N
128.1.153.199,Y,Y,N
128.1.154.50,Y,Y,N
128.1.157.20,Y,Y,N
128.1.159.191,Y,Y,N
128.1.161.111,Y,Y,N
128.1.167.76,Y,Y,N
128.1.174.253,Y,N,N
128.1.181.227,Y,Y,N
128.1.183.250,Y,Y,N
128.1.185.5,Y,N,N
128.1.187.106,N,N,N
128.1.190.59,Y,Y,N
128.1.193.141,Y,N,N
128.1.193.223,N,N,N
128.1.197.176,Y,Y,N
128.1.203.124,Y,Y,N
128.1.203.253,Y,Y,N
128.1.207.60,N,N,N
128.1.216.248,Y,Y,N
128.1.219.16,Y,Y,N
128.1.222.98,Y,N,N
128.1.228.155,Y,N,N
128.1.229.205,Y,N,N
128.1.233.76,N,N,N
128.1.235.226,Y,Y,N
128.1.239.95,Y,Y,N
128.1.241.253,N,N,N
128.1.245.237,Y,Y,N
128.1.246.22,N,N,N
128.1.246.34,Y,N,N
128.1.247.1,Y,Y,N
128.2.2.121,Y,Y,N
128.2.4.238,N,N,N
128.2.8.101,Y,Y,N
128.2.9.220,Y,Y,N
128.2.17.133,Y,Y,N
128.2.19.143,Y,N,N
128.2.19.204,Y,Y,N
128.2.20.210,Y,Y,N
128.2.25.235,Y,Y,N
128.2.27.21,N,N,N
128.2.28.79,Y,Y,N
128.2.48.252,Y,Y,N
128.2.50.119,N,N,N
128.2.60.106,N,N,N
128.2.63.167,N,N,N
128.2.65.57,Y,Y,N
128.2.67.150,Y,Y,N
128.2.69.159,Y,Y,N
128.2.74.230,Y,Y,N
128.2.75.3,N,N,N
128.2.77.236,Y,Y,N
128.2.79.233,Y,Y,N
128.2.83.201,Y,N,N
128.2.84.199,Y,Y,N
128.2.91.209,Y,Y,N
128.2.104.36,Y,Y,N
128.2.106.115,Y,Y,N
128.2.113.230,Y,Y,N
128.2.132.10,N,N,N
128.2.144.8,N,N,N
128.2.144.118,Y,N,N
128.2.145.170,N,N,N
128.2.146.202,N,N,N
128.2.150.243,Y,N,N
128.2.161.9,Y,Y,N
128.2.166.216,Y,N,N
128.2.166.241,Y,Y,N
128.2.169.88,Y,Y,N
128.2.172.133,Y,N,N
128.2.180.230,Y,N,N
128.2.181.119,Y,Y,N
128.2.183.148,N,N,N
128.2.187.13,Y,N,N
128.2.187.222,Y,N,N
128.2.189.121,Y,N,N
128.2.202.161,Y,Y,N
128.2.203.26,Y,Y,N
128.2.205.199,N,N,N
128.2.208.50,N,N,N
128.2.224.87,Y,Y,N
128.2.230.4,Y,N,N
128.2.233.18,Y,Y,N
128.2.235.174,Y,N,N
128.2.237.40,N,N,N
128.2.237.189,Y,N,N
128.2.238.247,Y,Y,N
128.2.245.106,Y,Y,N
128.2.249.233,N,N,N
128.2.251.83,Y,Y,N
129.1.2.152,Y,N,N
129.1.14.150,Y,Y,N
129.1.20.26,Y,N,N
129.1.22.247,Y,Y,N
129.1.24.85,N,N,N
129.1.25.216,N,N,N
129.1.35.6,Y,Y,N
129.1.36.144,Y,N,N
129.1.40.132,N,N,N
129.1.41.25,Y,Y,N
129.1.47.21,N,N,N
129.1.53.152,Y,N,N
129.1.54.170,Y,Y,N
129.1.55.7,Y,N,N
129.1.55.243,Y,Y,N
129.1.60.178,Y,N,N
129.1.65.140,Y,Y,N
129.1.74.152,Y,N,N
129.1.75.1,Y,Y,N
129.1.76.62,Y,N,N
129.1.79.224,Y,Y,N
129.1.80.44,Y,N,N
129.1.88.150,Y,Y,N
129.1.97.102,Y,Y,N
129.1.109.63,Y,N,N
129.1.113.141,Y,N,N
129.1.114.50,N,N,N
129.1.115.214,Y,N,N
129.1.121.43,Y,N,N
129.1.130.160,Y,Y,N
129.1.132.146,N,N,N
129.1.140.78,Y,Y,N
129.1.153.8,Y,N,N
129.1.160.109,Y,Y,N
129.1.165.61,Y,Y,N
129.1.176.244,Y,Y,N
129.1.183.253,Y,N,N
129.1.188.103,Y,Y,N
129.1.196.143,Y,Y,N
129.1.205.246,Y,Y,N
129.1.209.227,Y,Y,N
129.1.217.126,N,N,N
129.1.219.118,N,N,N
129.1.223.202,Y,Y,N
129.1.225.77,Y,Y,N
129.1.229.172,N,N,N
129.1.231.65,Y,Y,N
129.1.241.88,Y,Y,N
129.1.244.136,N,N,N
129.1.246.190,N,N,N
129.2.5.248,Y,Y,N
129.2.9.31,Y,N,N
129.2.12.155,N,N,N
129.2.19.82,Y,N,N
129.2.24.160,N,N,N
129.2.25.41,Y,N,N
129.2.27.68,N,N,N
129.2.27.203,N,N,N
129.2.30.245,Y,N,N
129.2.34.69,Y,Y,N
129.2.34.204,Y,N,N
129.2.47.226,Y,Y,N
129.2.48.187,Y,N,N
129.2.49.229,Y,N,N
129.2.50.26,N,N,N
129.2.52.125,N,N,N
129.2.58.78,Y,Y,N
129.2.58.229,Y,N,N
129.2.60.33,Y,N,N
129.2.61.177,Y,Y,N
129.2.62.98,Y,Y,N
129.2.64.158,N,N,N
129.2.74.34,Y,N,N
129.2.74.96,Y,Y,N
129.2.85.140,Y,Y,N
129.2.89.3,Y,Y,N
129.2.91.187,Y,Y,N
129.2.98.200,Y,Y,N
129.2.99.254,Y,Y,N
129.2.101.174,Y,N,N
129.2.101.237,Y,Y,N
129.2.102.29,Y,Y,N
129.2.113.167,N,N,N
129.2.114.5,N,N,N
129.2.124.197,Y,Y,N
129.2.126.5,Y,Y,N
129.2.129.161,Y,Y,N
129.2.143.76,N,N,N
129.2.148.77,Y,Y,N
129.2.150.234,N,N,N
129.2.161.26,Y,Y,N
129.2.161.84,N,N,N
129.2.163.109,Y,Y,N
129.2.167.130,Y,N,N
129.2.168.81,Y,Y,N
129.2.168.132,N,N,N
129.2.170.155,Y,N,N
129.2.173.229,Y,Y,N
129.2.176.215,Y,N,N
129.2.182.247,Y,N,N
129.2.199.187,Y,Y,N
129.2.204.53,Y,Y,N
129.2.204.213,Y,Y,N
129.2.215.163,N,N,N
129.2.215.172,Y,N,N
129.2.217.101,N,N,N
129.2.218.163,Y,N,N
129.2.218.251,N,N,N
129.2.222.159,Y,Y,N
129.2.224.191,Y,Y,N
129.2.224.237,Y,N,N
129.2.225.229,Y,Y,N
129.2.231.162,Y,Y,N
129.2.231.194,Y,Y,N
129.2.231.215,Y,N,N
129.2.233.128,N,N,N
129.2.235.158,Y,N,N
130.1.1.53,Y,N,N
130.1.3.127,Y,Y,N
130.1.7.178,Y,Y,N
130.1.13.224,Y,N,N
130.1.14.93,Y,Y,N
130.1.16.129,Y,Y,N
130.1.29.178,Y,Y,N
130.1.31.7,Y,Y,N
130.1.35.226,Y,Y,N
130.1.36.253,Y,Y,N
130.1.38.21,N,N,N
130.1.40.166,Y,Y,N
130.1.50.88,Y,N,N
130.1.54.157,Y,Y,N
130.1.57.161,Y,Y,N
130.1.63.215,Y,Y,N
130.1.66.58,Y,Y,N
130.1.66.101,N,N,N
130.1.67.248,Y,N,N
130.1.71.172,Y,Y,N
130.1.79.1,Y,Y,N
130.1.83.39,Y,Y,N
130.1.83.254,Y,Y,N
130.1.87.69,Y,Y,N
130.1.89.252,Y,N,N
130.1.95.103,Y,Y,N
130.1.96.176,Y,Y,N
130.1.100.64,Y,Y,N
130.1.101.150,Y,N,N
130.1.103.106,Y,N,N
130.1.105.10,Y,Y,N
130.1.107.174,N,N,N
130.1.108.120,Y,Y,N
130.1.110.30,Y,Y,N
130.1.116.118,Y,N,N
130.1.116.252,Y,Y,N
130.1.120.31,Y,Y,N
130.1.125.116,N,N,N
130.1.129.156,Y,Y,N
130.1.132.125,Y,N,N
130.1.134.232,N,N,N
130.1.136.203,N,N,N
130.1.143.98,Y,Y,N
130.1.147.92,Y,Y,N
130.1.164.125,Y,Y,N
130.1.166.1,Y,Y,N
130.1.166.42,Y,Y,N
130.1.169.92,Y,Y,N
130.1.181.107,Y,Y,N
130.1.181.196,Y,N,N
130.1.200.32,Y,Y,N
130.1.206.90,Y,Y,N
130.1.219.60,Y,N,N
130.1.224.225,Y,Y,N
130.1.225.14,N,N,N
130.1.227.211,Y,Y,N
130.1.232.142,Y,Y,N
130.1.238.222,Y,N,N
130.1.239.183,Y,Y,N
130.1.240.41,N,N,N
130.1.245.124,Y,Y,N
130.1.252.217,Y,N,N
130.2.3.158,Y,Y,N
130.2.4.241,Y,N,N
130.2.10.90,Y,Y,N
130.2.15.187,Y,N,N
130.2.19.200,Y,Y,N
130.2.23.117,Y,Y,N
130.2.25.94,Y,N,N
130.2.26.130,Y,N,N
130.2.28.204,Y,Y,N
130.2.29.190,Y,Y,N
130.2.32.94,Y,Y,N
130.2.34.49,Y,Y,N
130.2.38.72,Y,N,N
130.2.41.221,Y,Y,N
130.2.45.32,Y,Y,N
130.2.51.114,Y,N,N
130.2.53.28,Y,Y,N
130.2.62.86,Y,Y,N
130.2.66.5,Y,Y,N
130.2.68.100,N,N,N
130.2.71.19,Y,Y,N
130.2.72.247,Y,Y,N
130.2.77.205,Y,Y,N
130.2.78.249,Y,N,N
130.2.79.36,Y,Y,N
130.2.84.85,Y,Y,N
130.2.84.152,Y,N,N
130.2.93.13,Y,Y,N
130.2.97.242,Y,Y,N
130.2.108.4,N,N,N
130.2.112.45,Y,Y,N
130.2.112.97,Y,N,N
130.2.124.49,Y,Y,N
130.2.127.74,Y,Y,N
130.2.128.165,Y,Y,N
130.2.129.93,Y,Y,N
130.2.129.181,N,N,N
130.2.130.17,Y,N,N
130.2.136.228,Y,Y,N
130.2.141.242,Y,Y,N
130.2.142.8,Y,N,N
130.2.148.124,Y,Y,N
130.2.149.214,Y,Y,N
130.2.154.10,Y,Y,N
130.2.158.51,Y,Y,N
130.2.163.95,Y,Y,N
130.2.168.216,Y,N,N
130.2.181.207,Y,Y,N
130.2.182.22,Y,N,N
130.2.184.62,N,N,N
130.2.184.105,Y,Y,N
130.2.189.217,N,N,N
130.2.191.125,Y,N,N
130.2.191.172,Y,Y,N
130.2.196.203,Y,N,N
130.2.198.41,Y,N,N
130.2.205.4,N,N,N
130.2.209.20,Y,Y,N
130.2.213.124,N,N,N
130.2.222.66,Y,Y,N
130.2.225.128,Y,Y,N
130.2.226.195,Y,Y,N
130.2.229.2,Y,Y,N
130.2.229.102,Y,Y,N
130.2.230.66,Y,Y,N
130.2.240.71,Y,Y,N
130.2.243.238,Y,N,N
130.2.245.197,Y,N,N
130.2.254.248,N,N,N
131.1.1.14,Y,Y,N
131.1.2.200,Y,Y,N
131.1.8.191,Y,Y,N
131.1.21.37,Y,Y,N
131.1.23.12,N,N,N
131.1.25.37,Y,N,N
131.1.26.14,Y,Y,N
131.1.27.22,Y,N,N
131.1.28.52,Y,Y,N
131.1.28.137,Y,Y,N
131.1.42.254,Y,Y,N
131.1.45.135,Y,Y,N
131.1.49.237,N,N,N
131.1.63.152,Y,N,N
131.1.67.89,Y,Y,N
131.1.72.219,Y,Y,N
131.1.73.102,N,N,N
131.1.74.222,Y,Y,N
131.1.74.244,N,N,N
131.1.76.78,Y,N,N
131.1.81.171,Y,Y,N
131.1.93.126,Y,N,N
131.1.95.147,Y,N,N
131.1.96.4,Y,N,N
131.1.97.64,N,N,N
131.1.97.81,Y,Y,N
131.1.100.173,Y,Y,N
131.1.103.64,Y,N,N
131.1.110.77,Y,Y,N
131.1.127.107,Y,N,N
131.1.127.215,Y,Y,N
131.1.145.190,Y,N,N
131.1.149.155,Y,Y,N
131.1.154.167,Y,N,N
131.1.155.73,N,N,N
131.1.155.109,Y,N,N
131.1.158.199,N,N,N
131.1.164.21,Y,Y,N
131.1.165.49,Y,Y,N
131.1.167.252,Y,Y,N
131.1.170.210,Y,Y,N
131.1.179.74,Y,N,N
131.1.181.206,Y,N,N
131.1.190.3,N,N,N
131.1.193.151,Y,Y,N
131.1.193.164,Y,Y,N
131.1.194.179,N,N,N
131.1.207.39,Y,Y,N
131.1.219.63,Y,Y,N
131.1.219.243,Y,Y,N
131.1.222.220,Y,N,N
131.1.226.238,Y,N,N
131.1.227.205,Y,Y,N
131.1.232.131,Y,N,N
131.1.234.91,Y,N,N
131.1.235.143,Y,Y,N
131.1.240.20,Y,N,N
131.1.247.183,Y,N,N
131.1.248.248,Y,Y,N
131.1.251.56,Y,N,N
131.1.252.99,N,N,N
131.2.10.132,Y,Y,N
